cnt,title,description,link,pDate
290,가천미추홀청소년봉사단 '푸른성장대상' 수상,가천미추홀청소년봉사단(총재·<b>이길여</b>)은 여성가족부 주최 '제17회 청소년푸른성장대상'에서 단체부문 수상의 영예를 안았다고 19일 밝혔다.여성가족부가 지난 2005년부터 매년 시상하는 '청소년푸른성장대상'은... ,http://www.kyeongin.com/main/view.php?key=20211217010003057,2021-12-19 22:14:00
291,"가천대 식품영양학과, 수정중앙노인종합복지관에 도시락 전달",(사진=가천대 제공)  가천대학교(총장 <b>이길여</b>) 식품영양학과 학생들이 영양과 맛을 고려한 '고령친화식 도시락' 60개를 직접 준비해 17일 성남시 수정구 중앙노인복지관(관장 김진관)을 통해 지역 독거노인들에게 전달했다.... ,http://news.unn.net/news/articleView.html?idxno=521234,2021-12-17 17:42:00
292,가천대 강동우 교수 '기초연구 우수성과' 10인에,가천대학교(총장·<b>이길여</b>) 의과대학 의예과 강동우(사진) 교수가 과학기술정보통신부가 주관하는 '2021년도 기초연구 우수성과 창출 및 연구 성과 홍보에 이바지한 10인'에 선정됐다. 과학기술정보통신부는... ,http://www.kyeongin.com/main/view.php?key=20211216010002859,2021-12-17 09:24:00
293,"강동우 가천대 교수, 과학기술정보통신부 장관상 수상",강동우 교수  강동우 가천대학교(총장 <b>이길여</b>) 의과대학 의예과 교수가 한국연구재단이 추천한 2021년도 기초연구 우수성과 창출‧연구 성과 홍보에 이바지한 10인에 선정돼 과학기술정보통신부 장관상을... ,http://news.unn.net/news/articleView.html?idxno=521102,2021-12-16 11:56:00
294,바이오·의생명 분야 연구 성과 공유,"가천뇌과학연구원, <b>이길여</b>암당뇨연구원, 가천바이오나노연구원 등 대학 연구기관들이 총출동해 지난 1년... 총 2개 세션 및 2개 특강으로 나뉘어 진행된 심포지엄 첫 번째 세션에서는 <b>이길여</b>암·당뇨연구원의 대형 국책... ",http://www.whosaeng.com/132561,2021-12-15 13:44:00
295,"[기업사회활동] 클랩, 가천대와 ’유기반도체 연구개발센터‘ 설립 10억 기부...",크린랲의 자회사인 디스플레이 부품 및 센서 전문기업 ㈜클랩(대표 김성호)이 가천대학교(총장 <b>이길여</b>)와... 또 <b>이길여</b> 가천대학교 총장은 “코로나19로 어려운 환경 속에서 클랩의 발전 기금 기부에 대해 진심으로... ,http://www.lawissue.co.kr/view.php?ud=202112151322319214204ead0791_12,2021-12-15 13:26:00
296,"㈜클랩과 가천대, 연구개발센터 설립 협약",크린랲의 자회사인 디스플레이 부품 및 센서 전문기업 ㈜클랩(대표 김성호)이 가천대학교(총장 <b>이길여</b>)와... 또 <b>이길여</b> 가천대학교 총장은 &quot;코로나19로 어려운 환경 속에서 클랩의 발전 기금 기부에 대해 진심으로... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=076&aid=0003812706,2021-12-15 12:10:00
297,"반도체 전문 기업 클랩, 가천대에 발전기금 10억원 약정",가천대 <b>이길여</b> 총장은 “어려운 시기에 발전기금 10억원을 기부해줘 감사하다”며 “양 기관이 협력해 대학에 설치되는 클랩 연구개발센터를 글로벌 경쟁력을 갖춘 플렉시블 반도체 센서부품 개발 전문연구기관으로... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005785485,2021-12-15 11:32:00
298,"클랩, 가천대와 유기반도체 연구개발센터 설립 10억 기부 협약","<b>이길여</b> 가천대학교 총장은 &quot;코로나19로 어려운 환경 속에서 클랩의 발전 기금 기부에 대해 진심으로 감사드리며, 클랩의 연구개발센터가 산학협력의 모범사례가 될 수 있도록 관심을 갖고 지원하겠다&quot;고 말했다.",http://www.onews.tv/news/articleView.html?idxno=103188,2021-12-15 10:42:00
299,"최영배·윤경수 가천대 교수, 2021년 3분기 '연구자 상' 수상","왼쪽부터 윤경수 교수, 최영배 교수 (사진=가천대 제공)  가천대학교(총장 <b>이길여</b>)가 최영배 관광경영학과 교수, 윤경수 경제학과 교수를 3분기 '연구자 상' 수상자로 선정했다. 가천대는 우수... ",http://news.unn.net/news/articleView.html?idxno=521014,2021-12-15 10:18:00
300,"반도체·디스플레이 소재 전문기업 클랩, 가천대에 10억 기부",가천대(총장·<b>이길여</b>)는 14일 대학 가천관에서 (주)클랩과 발전기금 약정식 및 업무 협약식을 가졌다. 이번... <b>이길여</b> 총장은 &quot;어려운 시기에 발전기금 10억원을 기부해줘 감사하다&quot;며 &quot;양 기관이 협력해 대학에 설치되는... ,http://www.kyeongin.com/main/view.php?key=20211214010002500,2021-12-15 09:26:00
301,"가천대, ㈜클랩으로부터 발전기금 10억원 기부 약정",<b>이길여</b> 가천대 총장은 “어려운 시기에 발전기금 10억원을 기부해줘 감사하다”며 “양기관이 협력해 대학에 설치되는 클랩 연구개발센터를 글로벌 경쟁력을 갖춘 플렉시블 반도체 센서부품 개발 전문연구기관으로... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010889324,2021-12-14 18:40:00
302,"㈜클랩, 가천대에 발전기금 10억 기부 약정","왼쪽부터 김성호 ㈜클랩 대표이사, <b>이길여</b> 총장 (사진=가천대 제공)  가천대학교(총장 <b>이길여</b>)와 반도체/디스플레이 소재 분야 전문기업 ㈜클랩(대표이사 김성호)이 발전기금 약정·업무협약식을 14일 체결했다.... ",http://news.unn.net/news/articleView.html?idxno=520984,2021-12-14 17:22:00
303,"가천대, ㈜클랩으로부터 발전기금 10억 원 기부 약정",<b>이길여</b> 가천대 총장은 &quot;어려운 시기에 발전기금 10억 원을 기부한 ㈜클랩에 감사하다&quot;며 &quot;양 기관이 협력해 대학에 설치되는 클랩 연구개발센터를 글로벌 경쟁력을 갖춘 플렉시블 반도체 센서부품 개발... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004683292,2021-12-14 17:03:00
304,"[HSR캠페인] 설립 이후 65년간 약자를 위한 꾸준한 봉사, 가천대 길병원",가천대 길병원 전경 가천대 길병원은 1958년 <b>이길여</b> 총장이 인천 중구에 개원한 산부인과의원에서 시작했다.... 이 같은 꾸준하고 활발한 사회공헌활동을 인정받아 2020년 6월 설립자 <b>이길여</b> 총장이 세계에서 권위를... ,http://www.healthinnews.co.kr/news/articleView.html?idxno=26907,2021-12-14 10:02:00
305,"가천대 길병원, 2021 가천의과학심포지엄 온라인 개최","가천뇌과학연구원, <b>이길여</b>암당뇨연구원, 가천바이오나노연구원 등 대학 연구기관들이 총출동해 지난 1년 연구 성과를 공유하고 상호 공동연구를 모색하는 시간을 가졌다. 첫 번째 세션에서는 <b>이길여</b>암·당뇨연구원의... ",http://www.bosa.co.kr/news/articleView.html?idxno=2164362,2021-12-14 05:52:00
306,국내 첫 '배터리학과' 신설…&quot;대학이 변화 못 따라가면 낡은 교육”,"<b>이길여</b> 가천대 총장은 &quot;혁신이라는 말로도 부족할 정도로 바꾸고 또 바꿨다&quot;고 말한다. 이 총장에게 대학... 2032년, 통합 가천대의 20년을 맞았을 땐 국내 최고 명문대학이라는 명성도 얻을 것이라 자신한다.&quot; <b>이길여</b> 총장... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=025&aid=0003158535,2021-12-14 05:00:00
307,가천대 길병원 2021 가천의과학심포지엄 개최,"가천뇌과학연구원, <b>이길여</b>암당뇨연구원, 가천바이오나노연구원 등 대학 연구기관들이 총출동해 지난 1년... 첫 번째 세션에서는 <b>이길여</b>암·당뇨연구원의 대형 국책 연구센터인 '선천면역 매개 만성염증질환 연구센터... ",http://www.thefirstmedia.net/news/articleView.html?idxno=85858,2021-12-13 23:36:00
308,"한의협, 태권도진흥재단과 '한의약ㆍ태권도' 세계화 맞손 外","가천뇌과학연구원, <b>이길여</b>암당뇨연구원, 가천바이오나노연구원 등 대학 연구기관들이 총출동해 지난 1년... 첫 번째 세션에서는 <b>이길여</b>암ㆍ당뇨연구원의 대형 국책 연구센터인 '선천면역 매개 만성염증질환... ",http://www.newsmp.com/news/articleView.html?idxno=219886,2021-12-13 20:58:00
309,길병원 '가천의과학심포지엄' 온라인 개최…연구성과 등 공유,약학대학·가천뇌과학연구원·<b>이길여</b>암당뇨연구원·가천바이오나노연구원 등 대학 연구기관들이 참여해... 첫 번째 세션에서는 <b>이길여</b>암·당뇨연구원의 대형 국책 연구센터인 '선천면역 매개 만성염증질환 연구센터... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=076&aid=0003812082,2021-12-13 16:57:00
310,"길병원, 2021 가천의과학심포지엄 성료","가천뇌과학연구원, <b>이길여</b>암당뇨연구원, 가천바이오나노연구원 등 대학 연구기관들이 총출동해 지난 1년... 첫 번째 세션에서는 <b>이길여</b>암·당뇨연구원의 대형 국책 연구센터인 ‘선천면역 매개 만성염증질환 연구센터... ",http://www.dailymedi.com/detail.php?number=878018&thread=22r03,2021-12-13 16:44:00
311,예산 대흥고 2학년 윤나라 학생 제23회 심청효행대상 특별상 수상,"대흥고등학교(교장 김종윤) 2학년 윤나라 학생이&lt;사진&gt; 가천문화재단(설립자 <b>이길여</b>, 이사장 윤성태)이 선정한 제23회 심청효행대상에서 특별상을 수상케 됐다. 충청남도교육청에서도 강조하고 있는 '효(孝)' 문화 보전과... ",http://www.daejonilbo.com/news/newsitem.asp?pk_no=1498032,2021-12-12 13:44:00
312,"예산 대흥고 윤나라, 심천효행상 수상","대흥고 윤나라 학생 예산 대흥고등학교(교장 김종윤) 윤나라(2년) 학생이 가천문화재단(설립자 <b>이길여</b>, 이사장 윤성태)이 선정한 제23회 심청효행대상에서 특별상을 수상했다. '효(孝)' 문화보전과 계승을 위해 힘써온... ",http://www.ggilbo.com/news/articleView.html?idxno=884551,2021-12-12 10:56:00
313,"예산 대흥고 2학년 윤나라 학생, 23회 심청효행대상 특별상 수상 ","▲ ​대흥고 윤나라양​ 충남 예산군 대흥고등학교 2학년 윤나라 학생이 가천문화재단(설립자 <b>이길여</b>, 이사장 윤성태)이 선정한 23회 심청효행대상에서 특별상을 수상했다. 충남도교육청에서도 강조하고 있는 '효(孝)... ",https://www.ccdailynews.com/news/articleView.html?idxno=2099627,2021-12-10 13:40:00
314,"가천대 강창기 교수, 보건의료기술 진흥유공자 보건복지부 장관상",가천대학교(총장 <b>이길여</b>) 방사선학과 강창기 교수가 보건복지부 산하 한국보건산업진흥원에서 시행한 '2021년 보건의료기술 진흥 유공자'로 선정돼 보건복지부 장관상을 수상했다. 한국보건산업진흥원은 매년 우리나라... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005774922,2021-12-09 15:16:00
315,"강창기 가천대 교수, '보건의료기술 진흥유공자' 장관상",인천투데이=장호영 기자│가천대학교(총장 <b>이길여</b>)는 방사선학과 강창기 교수가 보건복지부 산하 한국보건산업진흥원의 '2021년 보건의료기술 진흥 유공자'로 선정돼 보건복지부 장관상을 수상했다고 9일 밝혔다.... ,http://www.incheontoday.com/news/articleView.html?idxno=213572,2021-12-09 11:00:00
316,"가천 그림그리기 대회 온라인 공모전, 수상자 발표","군산시는 가천문화재단(설립자 <b>이길여</b>, 이사장 윤성태)이 8일 제7회 가천 그림그리기 대회 온라인 공모전... 한편, '가천 그림그리기 대회'는 군산 출신인 <b>이길여</b> 가천대학교 총장이 2014년 모교 대야초등학교에 국내 최대... ",http://www.jeollailbo.com/news/articleView.html?idxno=643959,2021-12-08 19:40:00
317,"인천광역시청소년활동진흥센터, 청소년과 학부모가 함께하는 YOUTH・학부모봉...",인천광역시청소년활동진흥센터는 청소년활동진흥법 제7조에 의거하여 지역 내 청소년활동진흥을 목적으로 여성가족부와 인천광역시가 설치한 청소년활동정책수행기관으로서 가천미추홀청소년봉사단(총재 <b>이길여</b>)... ,http://www.kmaeil.com/news/articleView.html?idxno=324684,2021-12-07 22:18:00
318,"군산 가천문화재단, 그림그리기 대회 수상자 발표","군산시 가천문화재단(설립자 <b>이길여</b>, 이사장 윤성태)이 제7회 가천 그림그리기 대회 온라인 공모전 수상자... 한편,‘가천 그림그리기 대회’는 전북 군산 출신인 <b>이길여</b> 가천대학교 총장이 2014년 모교 대야초등학교에... ",http://sjbnews.com/news/news.php?number=730572,2021-12-07 21:04:00
319,제7회 가천 그림그리기 대회 수상자 발표,"가천문화재단(설립자 <b>이길여</b>·이사장 윤성태)이 7일 제7회 가천 그림그리기 대회 온라인 공모전 수상자... kr)에서 확인이 가능하다 한편,'가천 그림그리기 대회'는 군산 출신인 <b>이길여</b> 가천대학교 총장이 2014년 모교... ",http://www.jjan.kr/news/articleView.html?idxno=2122531,2021-12-07 19:40:00
320,"가천대 총동문회, 모교에 발전기금 5000만 원 기탁","<b>이길여</b> 총장(사진중앙)과 송성근 총동문회장(사진중앙좌), 최두원 가천인 장학재단 이사장(사진중앙우)... (사진=가천대 제공)  가천대학교(총장 <b>이길여</b>) 총동문회가 모교에 대학발전기금 5000만 원을 7일 기탁했다. 송성근... ",http://news.unn.net/news/articleView.html?idxno=520563,2021-12-07 17:12:00
321,"가천대 총동문회, 모교에 발전기금 5천만원 기탁","방문, <b>이길여</b> 총장에게 대학발전과 후배들이 보다 좋은 환경에서 더욱 열심히 공부할 수 있도록 써달라며 5천만원을 전달했다. <b>이길여</b> 총장은 &quot;대학발전 만큼이나 사회 각 분야에서 동문들의 활약이 날로 커지고 있다&quot;며... ",http://www.kyosu.net/news/articleView.html?idxno=82080,2021-12-07 17:10:00
322,"가천대 총동문회.,대학발전기금 5000만원 기탁",▲ 7일 가천대학교에서 열린 대학발전기금 전달식에서 <b>이길여</b>(가운데) 총장과 송성근(왼쪽 세 번째)... <b>이길여</b> 가천대 총장은 &quot;대학발전만큼이나 사회 각 분야에서 동문의 활약이 날로 커지고 있다&quot;며 &quot;발전기금을... ,http://www.incheonilbo.com/news/articleView.html?idxno=1123398,2021-12-07 17:02:00
323,"가천대 총동문회, 모교에 발전기금 5000만원 기탁",찾아 <b>이길여</b> 총장에게 대학발전과 후배들이 보다 좋은 환경에서 더욱 열심히 공부할 수 있도록 써달라며 5000만원을 전달했다. <b>이길여</b> 총장은 “대학발전 만큼이나 사회 각 분야에서 동문들의 활약이 날로 커지고... ,https://www.ajunews.com/view/20211207154705956,2021-12-07 17:00:00
324,"가천대 총동문회, 모교에 발전기금 5000만 원 기탁","이날 송성근 총동문회장과 최두원 가천인장학재단 이사장(하이비젼시스템 대표)은 가천대를 방문, <b>이길여</b> 총장에게 대학 발전과 후배들이 더 나은 환경에서 공부할 수 있도록 써달라며 5000만 원을 전달했다. 가천대... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=008&aid=0004680352,2021-12-07 16:57:00
325,"가천대 총동문회, 모교에 발전기금 5000만원 기탁","이날 송성근 총동문회장과 최두원 가천인장학재단 이사장은 가천대를 방문, <b>이길여</b> 총장에게 대학발전과 후배들이 보다 좋은 환경에서 더욱 열심히 공부할 수 있도록 써달라며 5000만원을 전달했다. <b>이길여</b> 총장은... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010876157,2021-12-07 16:36:00
326,"가천대 총동문회, 모교에 발전기금 5천만원 기탁",송성근 총동문회장과 최두원 가천인장학재단 이사장은 이날 가천대를 찾아 <b>이길여</b> 총장에게 대학발전과 후배들이 보다 좋은 환경에서 더욱 열심히 공부할 수 있도록 돕는데 써달라며 발전기금을 전했다. <b>이길여</b> 총장은... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=421&aid=0005770250,2021-12-07 16:28:00
327,"가천대 총동문회, 발전기금 5천만원 기탁","방문, <b>이길여</b> 총장에게 대학발전과 후배들이 보다 좋은 환경에서 더욱 열심히 공부할 수 있도록 써달라며 5000만원을 전달했다. <b>이길여</b> 총장은 “대학발전 만큼이나 사회 각 분야에서 동문들의 활약이 날로 커지고 있다”... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001921808,2021-12-07 15:49:00
328,"인천광역시청소년활동진흥센터, '살기 좋은 인천'을 구현하기 위한 결실을 맺...",인천광역시청소년활동진흥센터는 청소년활동진흥법 제7조에 의거하여 지역 내 청소년활동진흥을 목적으로 여성가족부와 인천광역시가 설치한 청소년활동정책수행기관으로서 가천미추홀청소년봉사단(총재 <b>이길여</b>)... ,http://www.lecturernews.com/news/articleView.html?idxno=82831,2021-12-07 15:18:00
329,제7회 가천 그림그리기 대회 온라인 공모전 수상자 발표,"가천문화재단(설립자 <b>이길여</b>, 이사장 윤성태)이 제7회 가천 그림그리기 대회 온라인 공모전 수상자 469명을... 한편, 가천 그림그리기 대회는 전북 군산 출신인 <b>이길여</b> 가천대학교 총장이 2014년 모교 대야초교에 국내... ",http://www.jeonmin.co.kr/news/articleView.html?idxno=344672,2021-12-07 14:42:00
330,제7회 가천 그림그리기 대회 온라인 공모전 수상자 발표,가천대학교 <b>이길여</b> 총장이 미래 화가를 꿈꾸는 유·초·중·고교생들에게 꿈과 희망을 선사하고 재능을... <b>이길여</b> 총장의 좌우명인 '박애·봉사·애국'을 주제로 열린 이 대회는 전국에서 4천700여 명의 많은 학생이... ,http://www.domin.co.kr/news/articleView.html?idxno=1363587,2021-12-07 14:02:00
331,"가천대 편입학 원서접수 마감, 평균 30대 1","가천대(총장 <b>이길여</b>)가 4일 마감한 2022학년도 편입학 원수접수 결과, 250명 모집에 7,467명이 지원, 평균 29.9대 1의 높은 경쟁률을 기록했다. 429명 모집에 8,213명이 지원해 평균 19.1대 1의 경쟁률을 보인 지난해... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001921317,2021-12-06 20:07:00
332,"가천대, 2022학년도 편입학 원서접수 마감...경쟁률 30 대 1",가천대 교내 안내도 (사진=가천대 제공)  가천대학교(총장 <b>이길여</b>)가 4일 마감한 2022학년도 편입학 원수접수 결과 250명 모집에 7467명이 지원해 평균 29.9 대 1의 높은 경쟁률을 기록했다. 429명 모집에... ,http://news.unn.net/news/articleView.html?idxno=520449,2021-12-06 15:36:00
333,"가천대 2022학년도 편입학 원서접수 마감, 평균 30대 1","가천대학교(총장 <b>이길여</b>)가 4일 마감한 2022학년도 편입학 원수접수 결과, 250명 모집에 7,467명이 지원, 평균 29.9대 1의 높은 경쟁률을 기록했다. 429명 모집에 8,213명이 지원해 평균 19.1대 1의 경쟁률을 보인... ",http://www.kyosu.net/news/articleView.html?idxno=81947,2021-12-06 11:54:00
334,인천광역시청소년참여위원회 여성가족부장관상(최우수상) 수상,인천광역시청소년활동진흥센터는 청소년활동진흥법 제7조에 의거하여지역 내 청소년활동 진흥을 목적으로 여성가족부와 인천광역시가 설치한 청소년활동 정책수행기관으로서 가천미추홀청소년봉사단(총재 <b>이길여</b>)... ,http://www.kmaeil.com/news/articleView.html?idxno=324034,2021-12-04 22:22:00
335,인천광역시청소년참여위원회 여성가족부장관상(최우수상) 수상,인천광역시청소년활동진흥센터는 청소년활동진흥법 제7조에 의거하여 지역 내 청소년활동 진흥을 목적으로 여성가족부와 인천광역시가 설치한 청소년활동 정책수행기관으로서 가천미추홀청소년봉사단(총재 <b>이길여</b>)... ,http://www.lecturernews.com/news/articleView.html?idxno=82504,2021-12-03 20:18:00
336,"심청이 못지않은 효녀·효부들, 가천문화재단 '효행대상' 영예",심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년 소설 '심청전'의 배경인 인천 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 만들었다. 올해까지 총 278명의 효녀와 효부를... ,http://www.incheonilbo.com/news/articleView.html?idxno=1122878,2021-12-02 17:58:00
337,제23회 심청효행대상에 남원서진여고 정하연 양,"(설립자 <b>이길여</b>, 이사장 윤성태)이 제23회 심청효행대상 수상자를 선정, 발표했다. 수상자는 전국에서... 한편 심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년에 고전소설 ‘심청전’의... ",http://www.whosaeng.com/132202,2021-12-02 12:04:00
338,"효녀·효부 16명 포상, 가천문화재단 '심청 효행대상'",심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 1999년 고전 ‘심청전’의 배경인 인천광역시 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 제정돼 올해까지 총 278명의 효녀와 효부를... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=003&aid=0010866004,2021-12-02 06:00:00
339,"2년째 엄마의 엄마로 산다…뇌종양 모친, 가장이 된 고3 딸",가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 1999년 인천 옹진군 백령면에 심청 동상을 만들어 기증한 것을 계기로 제정됐다. 백령도는 고전소설 심청전의 무대로 알려져 있다. 심청효행대상은 심청효행상... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=025&aid=0003155510,2021-12-02 05:00:00
340,(재)가천문화재단 심청효행대상 제23회 수상자 선정,인륜의 기본이자 가정의 근간이 되는 '효(孝)' 문화 보전을 위해 힘써온 (재)가천문화재단(설립자 <b>이길여</b>... 심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년에 고전소설 '심청전'의... ,http://www.kmaeil.com/news/articleView.html?idxno=323417,2021-12-02 00:02:00
341,['인천이야기전집' 출판기념회 500여명 참석] 인천 근현대사 관통… '시민의 ...,"인천시의원, <b>이길여</b> 경인일보 회장, 이영재 경인일보 인천본사 사장이 인천의 미래 세대인 지역... 경인일보 회장인 <b>이길여</b> 가천대 총장도 참석해 자리를 빛냈다.이날 기념회에서는 박남춘 시장과 <b>이길여</b> 회장 등이... ",http://www.kyeongin.com/main/view.php?key=20211201010000160,2021-12-01 22:00:00
342,가천문화재단 심청효행대상 정하연 등 수상자 16명 선정,"한편, 심청효행대상은 재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년에 고전소설 '심청전'의 배경인 인천시 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 제정됏다. 올해까지 총 278명의 효녀와 효부를... ",http://www.kihoilbo.co.kr/news/articleView.html?idxno=957070,2021-12-01 21:52:00
343,[인천이야기전집 출판 기념회] 축하해 주신 분들,회장△<b>이길여</b> 가천대 총장 △이남훈 송도국제화복합단지 사업본부장 △이대성 항공안전기술원 원장 △이도명 두손건설 회장△이동열 (사)황해섬네트워크 이사장 △이명숙 인천사회복지협의회 회장 △이상연 문인화가... ,http://www.kyeongin.com/main/view.php?key=20211201010000223,2021-12-01 21:38:00
344,"[인천이야기전집 출판 기념회] 잊힐 뻔한 사료들, 현장에서 만난 사람들… 역...",1일 <b>이길여</b> 경인일보 회장이 '인천이야기전집 출판 기념회'가 열린 인천시 연수구 송도컨벤시아 그랜드볼룸에서 인천이야기전집을 어린이들에게 전달하고 기념 촬영을 하고 있다. 2021.12.1 /  1일 인천 송도컨벤시아에서... ,http://www.kyeongin.com/main/view.php?key=20211201010000204,2021-12-01 21:38:00
345,"가천문화재단, 심청효행대상 제23회 수상자 선정","(설립자 <b>이길여</b>, 이사장 윤성태)이 제23회 심청효행대상 수상자를 선정했다고 1일 밝혔다. 수상자는... 청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년에 고전소설 '심청전'의 배경인... ",http://www.thefirstmedia.net/news/articleView.html?idxno=85140,2021-12-01 21:20:00
346,"가천대, '미리크리스마스·굿바이 2021' 행사...트리·포토존",▲ <b>이길여</b>(가운데) 가천대총장이 1일 '미리크리스마스굿바이 2021' 행사가 열린 가천관 앞 잔디광장에서 학생들과 기념사진을 찍고 있다./가천대학교 제공. 가천대학교는 한 해를 보내는 아쉬움을 달래고 기말고사를... ,http://www.incheonilbo.com/news/articleView.html?idxno=1122752,2021-12-01 19:48:00
347,"가천대 가천문화재단, 제23회 심청효행대상 수상자 선정","심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 1999년에 고전소설 '심청전'의 배경인 인천시 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 제정되어, 올해까지 총 278명의 효녀와 효부를... ",http://www.joongboo.com/news/articleView.html?idxno=363514824,2021-12-01 19:22:00
348,"가천대, 코로나19로 지친 학생 위해 '미리크리스마스 &amp; 굿바이 2021' 행사 열...",<b>이길여</b>총장이 '미리크리스마스 &amp; 굿바이2021' 행사가 열리는 가천관앞 잔디광장에서 송주원 총학생회장 등과 사진촬영을 하고 있다=가천대 가천대학교(총장 <b>이길여</b>)가 총학생회와 함께 한해를 보내는 아쉬움을 달래고... ,http://www.joongboo.com/news/articleView.html?idxno=363514730,2021-12-01 18:22:00
349,전북 서진여고 정하연 양 제23회 심청효행 대상,심청효행대상은 <b>이길여</b> 가천길재단 회장이 1999년 심청전 원작의 무대로 추정되는 백령도에 심청 동상을 제작해 기증한 것을 계기로 제정됐다. 부문별 수상자에게는 각각 장학금 300만∼1000만원과 100만원 상당의 무료... ,http://www.viva100.com/main/view.php?key=20211201010000404,2021-12-01 17:58:00
350,"가천문화재단, 제23회 심청효행대상 수상자 선정","심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년에 고전소설 '심청전'의 배경인 인천광역시 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 제정돼, 올해까지 총 278명의 효녀와... ",http://www.doctorsnews.co.kr/news/articleView.html?idxno=142207,2021-12-01 17:46:00
351,‘심청효행대상’ 수상자 선정,심청효행대상은 가천문화재단 설립자인 <b>이길여</b> 가천길재단 회장이 지난 1999년에 고전소설 ‘심청전’의 배경인 인천광역시 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 제정돼 올해까지 총 278명의 효녀와... ,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=016&aid=0001919474,2021-12-01 17:28:00
352,[인천] 23회 심청효행상 16명 선정...총 1억 상금 수여,"심청효행대상은 <b>이길여</b> 가천길재단 회장이 지난 1999년 백령도에 심청 동상을 제작해 기증한 것을 계기로 제정됐고, 올해까지 278명의 효녀와 효부를 발굴하며 효심을 격려해왔습니다.",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=052&aid=0001671905,2021-12-01 16:17:00
353,뇌종양 어머니 돌본 '현대판 심청' 여고생,"심청효행대상은 <b>이길여</b> 가천길재단 회장이 1999년 심청전 원작의 무대로 추정되는 백령도에 심청 동상을 제작해 기증한 것을 계기로 제정됐다. 부문별 수상자에게는 각각 장학금 300만∼1,000만 원과 100만 원 상당의 무료... ",https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=011&aid=0003991771,2021-12-01 15:48:00
354,올해의 심청효행대상···뇌종양 엄마 3년간 돌본 남원 정하연양,심청효행대상은 <b>이길여</b> 가천길재단 회장이 1999년 고전소설 ‘심청전’의 배경인 옹진군 백령면에 심청동상을 제작·기증한 것을 계기로 제정돼 올해까지 278명의 효녀와 효부를 발굴했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=102&oid=032&aid=0003113632,2021-12-01 14:42:00
355,"뇌종양 어머니 병간호한 정하연, ‘심청효행대상' 대상 수상","개별적으로 연락해 수상 사실을 알릴 예정&quot;이라고 말했다.한편, 심청효행대상은 <b>이길여</b> 가천길재단 회장이 지난 1999년 심청전 원작의 무대로 추정되는 백령도에 심청 동상을 제작해 기증한 것을 계기로 제정됐습니다.",http://www.ifm.kr/news/323714,2021-12-01 13:30:00
